[0.20466524 0.06867824 0.7266565 ],[0.02071625 0.01664872 0.0006522 ],[0.05859441 0.04708969 0.0018447 ]
[0.00619836 0.01295431 0.9808473 ],[6.18344783e-02 1.58298205e-07 1.50082398e-07],[1.74894316e-01 4.47734937e-07 4.24497127e-07]
[0.02916401 0.18907492 0.7817611 ],[7.96915468e-02 3.37233800e-05 7.72419846e-05],[2.25401733e-01 9.53841228e-05 2.18473325e-04]
[0.04271462 0.01211034 0.94517505],[6.20348908e-02 3.23290186e-07 6.46160334e-07],[1.75461168e-01 9.14402732e-07 1.82761741e-06]
[0.08242828 0.04059891 0.8769728 ],[7.70516244e-02 2.10319282e-06 2.07612293e-06],[2.17934904e-01 5.94872763e-06 5.87216240e-06]
[0.02236291 0.03505897 0.94257814],[6.15274136e-02 2.14210592e-06 6.61402276e-07],[1.74025806e-01 6.05879048e-06 1.87072814e-06]
[0.01685815 0.25982636 0.72331554],[1.69882202e-02 5.76842293e-05 4.48914277e-03],[0.04804994 0.00016316 0.01269721]
[0.04502997 0.03867462 0.91629535],[6.95952256e-02 2.64769976e-06 1.37052799e-06],[1.96845024e-01 7.48882581e-06 3.87643855e-06]
[0.02211341 0.12381675 0.8540699 ],[7.91717899e-02 3.02926503e-06 2.99308420e-06],[2.23931638e-01 8.56805538e-06 8.46572055e-06]
[0.02775461 0.01633504 0.9559104 ],[6.45739540e-02 3.25877890e-07 4.28645251e-07],[1.82642723e-01 9.21721864e-07 1.21239185e-06]
[0.03168297 0.01676346 0.95155346],[6.23484878e-02 4.22644942e-07 2.66507415e-07],[1.76348154e-01 1.19542042e-06 7.53796802e-07]
[0.00209629 0.00913123 0.98877245],[5.81723595e-02 1.01360951e-07 8.85158500e-08],[1.64536280e-01 2.86692064e-07 2.50360631e-07]
[0.09311619 0.0186171  0.88826674],[6.17032550e-02 6.45007397e-06 1.48497548e-06],[1.74523160e-01 1.82435642e-05 4.20014492e-06]
[0.05033674 0.04717377 0.9024895 ],[7.41460873e-02 4.80177834e-06 2.86484930e-06],[2.09716805e-01 1.35814801e-05 8.10301748e-06]
[0.2842333  0.01890681 0.6968599 ],[0.00886041 0.02126554 0.00025068],[0.02506102 0.06014802 0.00070904]
[0.04834547 0.09622154 0.85543305],[6.89612969e-02 1.09735118e-04 2.60170146e-05],[1.95052003e-01 3.10377784e-04 7.35872297e-05]
[0.3495077  0.00553995 0.6449523 ],[0.00225387 0.08839726 0.00112933],[0.00637491 0.25002519 0.00319424]
[0.06668592 0.07770698 0.8556071 ],[7.84578087e-02 3.37050180e-05 1.57572453e-05],[2.21912194e-01 9.53321871e-05 4.45682200e-05]
[0.56962633 0.02505448 0.40531918],[0.00565093 0.05825213 0.00108893],[0.01598325 0.1647619  0.00307997]
[0.11622927 0.02669491 0.8570758 ],[5.90970654e-02 1.10685528e-05 1.86235835e-06],[1.67151743e-01 3.13065948e-05 5.26754487e-06]
[0.02210277 0.03910717 0.93879014],[6.64245966e-02 8.26637134e-07 5.33576773e-07],[1.87877131e-01 2.33808289e-06 1.50918302e-06]
[0.0259611  0.68342716 0.2906117 ],[0.00012368 0.01644088 0.00777811],[0.00034983 0.04650182 0.02199981]
[0.11820447 0.07795045 0.80384505],[8.54785165e-02 1.00066052e-05 1.02202340e-05],[2.41769755e-01 2.83029535e-05 2.89071869e-05]
[0.0346296  0.02608153 0.9392889 ],[6.83960300e-02 4.91617037e-07 5.23860865e-07],[1.93453186e-01 1.39050296e-06 1.48170228e-06]
[0.03747664 0.5855736  0.3769497 ],[0.0003627  0.01172742 0.02045639],[0.00102586 0.03317014 0.05785941]
[0.01459006 0.02288711 0.96252286],[5.88311911e-02 2.55337111e-07 6.60916732e-07],[1.66399737e-01 7.22202412e-07 1.86935481e-06]
[0.02382862 0.01002482 0.9661465 ],[6.90896284e-02 8.19112438e-07 6.49323388e-07],[1.95414979e-01 2.31679984e-06 1.83656388e-06]
[0.03613576 0.03972453 0.9241397 ],[7.25187985e-02 1.03737879e-06 9.72910299e-07],[2.05114137e-01 2.93415032e-06 2.75180588e-06]
[0.24104354 0.10360537 0.65535104],[0.01070918 0.05320236 0.00201375],[0.03029015 0.150479   0.00569573]
[0.31460458 0.01552093 0.6698745 ],[0.00180464 0.10256223 0.00143434],[0.00510429 0.29008979 0.00405694]
[0.00386477 0.00933425 0.9868009 ],[6.07728234e-02 1.65588482e-07 1.39436386e-07],[1.71891502e-01 4.68354953e-07 3.94385657e-07]
[0.01713243 0.01257132 0.97029626],[6.23574756e-02 2.35365780e-07 3.42045548e-07],[1.76373575e-01 6.65714956e-07 9.67450905e-07]
[0.01630682 0.0162851  0.96740806],[6.01136946e-02 1.37080310e-07 1.21462274e-07],[1.70027204e-01 3.87721667e-07 3.43547190e-07]
[0.08210953 0.04577252 0.872118  ],[7.07921925e-02 2.73123635e-05 8.40288218e-06],[2.00230557e-01 7.72510297e-05 2.37669399e-05]
[0.02751293 0.00582951 0.9666576 ],[6.55464785e-02 3.70889312e-07 3.21658491e-07],[1.85393438e-01 1.04903339e-06 9.09787602e-07]
[0.02125047 0.08878399 0.88996553],[6.63998870e-02 1.41303869e-05 6.66460989e-05],[1.87807242e-01 3.99667695e-05 1.88503634e-04]
[0.01442004 0.21536359 0.77021635],[6.86829464e-02 2.57126818e-06 7.10986082e-06],[1.94264709e-01 7.27264466e-06 2.01097232e-05]
[0.25986862 0.03521634 0.7049151 ],[4.02773573e-02 3.87570260e-04 1.69455745e-05],[1.13921570e-01 1.09621424e-03 4.79293224e-05]
[0.01315744 0.01366731 0.9731752 ],[5.93861062e-02 1.24919242e-07 1.09640868e-07],[1.67969274e-01 3.53324972e-07 3.10111205e-07]
[0.01020951 0.5805116  0.4092789 ],[0.00378465 0.0006821  0.05894281],[0.01070461 0.00192927 0.16671544]
[0.02435812 0.02982144 0.9458205 ],[6.88456171e-02 6.66521694e-07 8.87257579e-07],[1.94724811e-01 1.88520804e-06 2.50954340e-06]
[0.09145106 0.04295694 0.865592  ],[6.97542631e-02 4.77441051e-06 2.10248405e-06],[1.97294850e-01 1.35040722e-05 5.94672291e-06]
[0.3837024  0.03753123 0.57876635],[0.00087296 0.07235975 0.00296748],[0.00246911 0.20466428 0.00839331]
[0.06569914 0.03259731 0.9017036 ],[6.51033550e-02 4.63943289e-07 7.76406262e-07],[1.84140095e-01 1.31222978e-06 2.19600853e-06]
[0.17547259 0.01465239 0.8098751 ],[0.01150351 0.01530416 0.00020874],[0.03253683 0.04328669 0.0005904 ]
[0.02605885 0.04798519 0.92595595],[6.97937098e-02 6.01000739e-07 6.25647599e-07],[1.97406422e-01 1.69988679e-06 1.76959864e-06]
[0.06173857 0.03601938 0.90224206],[6.70041332e-02 6.67685544e-07 1.10857087e-06],[1.89516308e-01 1.88849990e-06 3.13551192e-06]
[0.13843541 0.03425323 0.8273114 ],[6.64719294e-02 1.65119632e-05 4.24142697e-06],[1.88011008e-01 4.67028847e-05 1.19965671e-05]
[0.00556057 0.63393056 0.3605088 ],[0.00022373 0.01136487 0.01607584],[0.00063281 0.0321447  0.04546934]
[0.05002449 0.03225629 0.9177191 ],[5.94849236e-02 1.21836051e-06 6.13132159e-06],[1.68248771e-01 3.44604390e-06 1.73419963e-05]
[0.01256073 0.01830451 0.9691347 ],[5.97850316e-02 1.06747067e-07 1.03583310e-07],[1.69097605e-01 3.01926301e-07 2.92977845e-07]
[0.08738393 0.05031241 0.8623037 ],[6.29792492e-02 3.03152936e-06 9.56819880e-07],[1.78132217e-01 8.57445987e-06 2.70629530e-06]
[0.10158447 0.1519629  0.74645257],[5.60338774e-02 5.08972782e-05 4.25445074e-04],[1.58487739e-01 1.43959242e-04 1.20334039e-03]
[0.0081511  0.7562691  0.23557985],[2.84780923e-05 2.85747671e-02 1.21646579e-03],[8.05482086e-05 8.08216462e-02 3.44068483e-03]
[0.04076213 0.26388386 0.695354  ],[0.01257866 0.00011243 0.00976983],[0.03557782 0.000318   0.02763325]
[0.05991352 0.01303791 0.9270486 ],[7.67841937e-02 2.01566504e-06 2.06817704e-06],[2.17178496e-01 5.70116168e-06 5.84968804e-06]
[0.05078628 0.11612105 0.83309263],[3.86264455e-02 1.72838431e-05 4.34585979e-04],[1.09252086e-01 4.88860907e-05 1.22919477e-03]
[0.03898933 0.02880773 0.93220294],[6.25994265e-02 2.72707175e-06 8.60078876e-07],[1.77057916e-01 7.71332371e-06 2.43267042e-06]
[0.01114292 0.6041031  0.38475397],[0.00254191 0.00096333 0.08013536],[0.00718961 0.00272472 0.22665704]
[0.16272198 0.12898263 0.70829535],[0.08128161 0.0002404  0.00058687],[0.2298991  0.00067997 0.00165992]
[0.01431293 0.03194239 0.9537446 ],[6.20571075e-02 3.11611230e-07 6.03113699e-07],[1.75524006e-01 8.81369654e-07 1.70586315e-06]
[0.7407987  0.00855977 0.25064152],[0.0002545  0.02233463 0.00848527],[0.00071984 0.06317187 0.02399996]
[0.00351805 0.862031   0.134451  ],[7.17601956e-05 1.55071330e-02 5.83107219e-03],[0.00020297 0.0438608  0.01649276]
[0.02210056 0.29510483 0.6827946 ],[0.00540436 0.00042197 0.03937801],[0.01528583 0.00119352 0.11137783]
[0.09566727 0.01067376 0.8936589 ],[6.54251970e-02 2.73280550e-06 1.05201648e-06],[1.85050402e-01 7.72954120e-06 2.97555195e-06]
[0.1126008  0.09351519 0.79388404],[6.17766023e-02 1.95455328e-05 3.60231180e-06],[1.74730618e-01 5.52831150e-05 1.01888764e-05]
[0.00842115 0.00922726 0.9823516 ],[5.94798021e-02 1.31382460e-07 1.83445050e-07],[1.68234286e-01 3.71605715e-07 5.18860956e-07]
[0.09444597 0.13924965 0.7663044 ],[1.99590240e-02 6.05702543e-05 3.72672252e-03],[0.05645264 0.00017132 0.01054076]
[0.0541196  0.01982531 0.9260551 ],[5.77286670e-02 5.06394508e-06 9.08005229e-07],[1.63281328e-01 1.43229996e-05 2.56822662e-06]
[0.673175   0.01924741 0.30757758],[7.47591714e-05 4.32552208e-03 2.00265204e-02],[0.00021145 0.01223442 0.05664355]
[0.01052536 0.01476874 0.97470593],[6.03830986e-02 1.58212888e-07 2.27491971e-07],[1.70789194e-01 4.47493623e-07 6.43444462e-07]
[0.04621991 0.16889822 0.7848819 ],[7.76656124e-02 1.48962145e-05 3.31791653e-05],[2.19671525e-01 4.21328573e-05 9.38448510e-05]
[0.01204181 0.02501584 0.96294236],[6.45998837e-02 2.79692068e-07 2.53035155e-07],[1.82716063e-01 7.91088633e-07 7.15691497e-07]
[0.0179126  0.17868584 0.8034015 ],[6.20080993e-02 1.27996216e-06 5.20730448e-06],[1.75385390e-01 3.62027969e-06 1.47284812e-05]
[0.00813035 0.01586472 0.9760049 ],[6.30549699e-02 1.93214261e-07 2.14627934e-07],[1.78346387e-01 5.46492458e-07 6.07059469e-07]
[0.16343361 0.03344078 0.8031256 ],[5.50436061e-02 1.00162779e-04 1.06651257e-05],[1.55686829e-01 2.83303120e-04 3.01655309e-05]
[0.00197344 0.00154852 0.996478  ],[5.87631745e-02 9.06476839e-08 9.75312740e-08],[1.66207357e-01 2.56390368e-07 2.75860101e-07]
[0.01790387 0.47753644 0.50455964],[0.00221186 0.00127025 0.09247653],[0.00625609 0.00359281 0.26156313]
[0.00714382 0.01074473 0.98211145],[5.92526830e-02 1.05605013e-07 1.17727368e-07],[1.67591896e-01 2.98696084e-07 3.32983281e-07]
[0.04929813 0.01391731 0.93678457],[6.56221368e-02 7.09723087e-07 4.59661251e-07],[1.85607432e-01 2.00740003e-06 1.30011835e-06]
[0.05203687 0.11050494 0.83745825],[6.27194465e-02 5.93435432e-05 1.02958731e-05],[1.77397384e-01 1.67848887e-04 2.91211266e-05]
[0.04857498 0.06395581 0.8874693 ],[6.19797781e-02 8.06719553e-06 4.79033917e-05],[1.75305286e-01 2.28174747e-05 1.35491252e-04]
[0.01755485 0.40299994 0.5794452 ],[4.05755593e-02 4.69899838e-05 8.96678404e-04],[0.11476501 0.00013291 0.00253619]
[0.02506218 0.03228501 0.9426528 ],[6.64162541e-02 4.31991178e-07 5.53464980e-07],[1.87853535e-01 1.22185556e-06 1.56543536e-06]
[0.02060669 0.02221497 0.9571783 ],[5.43443462e-02 9.36032836e-06 1.14341438e-06],[1.53709023e-01 2.64750066e-05 3.23406425e-06]
[0.41141334 0.11186354 0.47672313],[0.00701684 0.09658409 0.0048996 ],[0.01984662 0.27318107 0.01385816]
[0.00797495 0.00490061 0.98712444],[5.96396511e-02 1.57786750e-07 1.23885086e-07],[1.68686407e-01 4.46288324e-07 3.50399937e-07]
[0.01923666 0.20414706 0.77661633],[1.97297537e-02 5.27613496e-05 3.47320827e-03],[0.05580417 0.00014923 0.00982372]
[0.06439257 0.17322367 0.7623837 ],[6.35056859e-02 2.49769624e-05 1.42120280e-04],[1.79621205e-01 7.06455178e-05 4.01976855e-04]
[0.01792682 0.0669649  0.9151084 ],[7.01788716e-02 1.13490857e-06 8.49021846e-07],[1.98495824e-01 3.21000618e-06 2.40139642e-06]
[0.1977328  0.02472283 0.77754444],[4.45025237e-02 4.40312533e-04 2.63414878e-05],[1.25872145e-01 1.24539191e-03 7.45049785e-05]
[0.08859538 0.05712077 0.85428387],[6.48497649e-02 4.77707701e-06 2.13240415e-05],[1.83422834e-01 1.35116142e-05 6.03134975e-05]
[0.582955   0.05896789 0.35807714],[0.03123134 0.01229118 0.00084344],[0.08833556 0.03476471 0.0023856 ]
[0.01194552 0.06280355 0.92525095],[6.26795727e-02 2.62312166e-07 2.06995630e-07],[1.77284603e-01 7.41930845e-07 5.85472055e-07]
[0.01081335 0.02039142 0.96879524],[6.15887236e-02 7.43909546e-07 3.39440846e-07],[1.74199217e-01 2.10409394e-06 9.60083695e-07]
[0.78837657 0.01522553 0.19639792],[7.47388241e-07 2.59069842e-06 6.12050522e-02],[2.11393317e-06 7.32760169e-06 1.73114030e-01]
[0.03936171 0.24569607 0.7149423 ],[0.00694763 0.00038689 0.03193745],[0.01965086 0.00109428 0.09033276]
[0.10023712 0.0467409  0.853022  ],[6.83388190e-02 8.92289555e-06 2.99357050e-06],[1.93291369e-01 2.52377598e-05 8.46709599e-06]
[0.01297076 0.00616607 0.9808632 ],[6.18372399e-02 1.49591561e-07 1.57014067e-07],[1.74902127e-01 4.23108829e-07 4.44102846e-07]
[0.03135617 0.19770178 0.77094203],[0.01854299 0.00018379 0.00857296],[0.05244748 0.00051984 0.02424798]
[0.05109078 0.0384698  0.91043943],[6.24424501e-02 3.70248165e-07 2.49593539e-07],[1.76613920e-01 1.04721995e-06 7.05957137e-07]
[0.09814146 0.10504916 0.79680943],[0.09030606 0.00032163 0.00020019],[0.25542411 0.00090971 0.00056622]
[0.0462403 0.0379473 0.9158124],[7.97673233e-02 5.72387404e-06 7.65434383e-06],[2.25616061e-01 1.61895606e-05 2.16497537e-05]
[0.24127491 0.00969414 0.74903095],[0.02990795 0.00365106 0.00013848],[0.08459244 0.01032677 0.00039168]
[0.04156688 0.07987957 0.87855357],[6.70399410e-02 5.42095183e-07 7.83758917e-07],[1.89617588e-01 1.53327672e-06 2.21680498e-06]
[0.0216179  0.01522865 0.9631534 ],[6.08515764e-02 1.72703174e-07 2.49619597e-07],[1.72114249e-01 4.88478342e-07 7.06030839e-07]
[0.03692745 0.06343001 0.89964247],[6.92970974e-02 1.18871998e-06 2.19007507e-06],[1.96001790e-01 3.36220783e-06 6.19446775e-06]
[0.04827994 0.14687647 0.8048436 ],[4.64121596e-02 8.03810937e-05 1.02775308e-03],[0.13127341 0.00022735 0.00290692]
[0.03058586 0.24354853 0.72586566],[0.00672494 0.00048241 0.03634411],[0.01902101 0.00136446 0.10279668]
[0.00539938 0.00791772 0.9866829 ],[5.94822841e-02 1.14537062e-07 1.36067701e-07],[1.68241306e-01 3.23959734e-07 3.84857576e-07]
[0.02715319 0.03720201 0.93564487],[6.93000503e-02 6.05438368e-07 6.93997839e-07],[1.96010142e-01 1.71243830e-06 1.96292231e-06]
[0.08531903 0.06815372 0.8465273 ],[8.02702576e-02 2.50856760e-05 1.38043354e-05],[2.27038574e-01 7.09530065e-05 3.90445567e-05]
[0.01602862 0.1386475  0.8453238 ],[6.78125425e-02 1.42625059e-06 3.36603685e-06],[1.91802834e-01 4.03404585e-06 9.52058993e-06]
[0.01950072 0.01207268 0.9684266 ],[6.24806717e-02 2.93325260e-07 2.16794639e-07],[1.76722027e-01 8.29649120e-07 6.13187837e-07]
[0.15965667 0.17118198 0.6691613 ],[0.07992907 0.01326424 0.00644025],[0.22607354 0.03751693 0.01821578]
[0.28368554 0.06795148 0.64836293],[0.01591987 0.02014922 0.00057636],[0.04502819 0.05699059 0.00163018]
[0.26942605 0.01210739 0.7184666 ],[0.00681853 0.03344117 0.00041363],[0.01928571 0.0945859  0.00116993]
[0.01811935 0.00679781 0.97508293],[6.32895611e-02 2.64398826e-07 2.19561692e-07],[1.79009911e-01 7.47832811e-07 6.21014244e-07]
[0.0059247  0.00821461 0.9858607 ],[6.25464055e-02 1.66626489e-07 1.64119705e-07],[1.76907950e-01 4.71290881e-07 4.64200626e-07]
[0.32577664 0.03500827 0.63921505],[0.01003194 0.02011919 0.00027   ],[0.0283746  0.05690565 0.00076369]
[0.13193052 0.17269564 0.6953739 ],[0.0316325  0.00014198 0.00340233],[0.08947023 0.00040157 0.00962325]
[0.23370165 0.04382851 0.7224698 ],[0.00934827 0.0475059  0.00132275],[0.02644089 0.13436698 0.00374131]
[0.35917565 0.01764911 0.62317526],[0.00201865 0.09543709 0.00126322],[0.00570961 0.26993685 0.00357294]
[0.30680376 0.00862638 0.68456984],[2.01689455e-02 4.15220037e-03 6.95322947e-05],[0.05704639 0.0117442  0.00019667]
[0.00224397 0.02134146 0.97641444],[5.79160881e-02 1.42005071e-07 2.62702406e-07],[1.63811434e-01 4.01650995e-07 7.43034609e-07]
[0.0462289  0.26390675 0.68986434],[0.00541362 0.00046565 0.04122076],[0.01531203 0.00131705 0.11658992]
[0.20291606 0.10501708 0.69206685],[0.05079517 0.0057778  0.0008454 ],[0.14367043 0.01634208 0.00239115]
[0.07672122 0.12809595 0.7951828 ],[5.87512596e-02 1.46623069e-05 1.09500171e-04],[1.66173656e-01 4.14712666e-05 3.09713254e-04]
[0.7368242  0.00505202 0.2581238 ],[0.00011367 0.00947013 0.01301772],[0.0003215  0.02678557 0.03681966]
[0.07673682 0.08362376 0.8396395 ],[7.22798458e-02 1.07925352e-06 1.27846061e-06],[2.04438276e-01 3.05258992e-06 3.61603268e-06]
[0.01347665 0.00993417 0.97658914],[6.06495614e-02 1.45658711e-07 1.30570600e-07],[1.71542865e-01 4.11985048e-07 3.69309427e-07]
[0.02961015 0.0234284  0.94696146],[6.45263467e-02 2.46664776e-07 2.35485699e-07],[1.82508069e-01 6.97673344e-07 6.66054139e-07]
[0.3210024  0.03809532 0.6409023 ],[0.00067236 0.05755936 0.00392882],[0.00190173 0.16280246 0.01111238]
[0.04090306 0.0701671  0.88892984],[6.88555258e-02 1.21241816e-05 3.92930646e-06],[1.94752837e-01 3.42923640e-05 1.11137570e-05]
[0.39023113 0.01661967 0.5931492 ],[4.38033004e-02 1.80852255e-04 9.25053063e-06],[1.23894443e-01 5.11527423e-04 2.61644517e-05]
[0.05155291 0.05221587 0.89623123],[7.21652814e-02 1.11547737e-05 4.57156753e-06],[2.04114239e-01 3.15504645e-05 1.29303456e-05]
[0.02611643 0.01882083 0.9550627 ],[6.21634122e-02 1.72832492e-07 1.60702867e-07],[1.75824681e-01 4.88844109e-07 4.54536347e-07]
[0.17168929 0.09066872 0.737642  ],[0.0239208  0.00652772 0.00019913],[0.06765823 0.01846318 0.00056323]
[0.0106273  0.00609384 0.98327893],[6.40628691e-02 4.06822855e-07 3.02518817e-07],[1.81197157e-01 1.15066880e-06 8.55652429e-07]
[0.00572254 0.2573051  0.7369724 ],[3.66739845e-02 9.81672366e-06 3.18028464e-04],[1.03729692e-01 2.77658875e-05 8.99520333e-04]
[0.0220177  0.7579204  0.22006193],[0.00078312 0.01308849 0.02842613],[0.00221499 0.03701983 0.08040125]
[0.02419441 0.11372162 0.86208403],[7.07831102e-02 1.84207708e-06 3.55067444e-06],[2.00204869e-01 5.21018079e-06 1.00428239e-05]
[0.10352029 0.06632663 0.830153  ],[8.80023629e-02 1.72498924e-05 1.81768463e-05],[2.48908270e-01 4.87900636e-05 5.14118852e-05]
[0.06216988 0.11423538 0.82359475],[7.76360559e-02 3.83619388e-05 1.68948669e-05],[2.19587926e-01 1.08503948e-04 4.77858999e-05]
[0.01636748 0.04887096 0.9347615 ],[6.60513248e-02 2.94679594e-07 2.96514481e-07],[1.86821359e-01 8.33479756e-07 8.38669601e-07]
[0.0929602  0.14535768 0.76168215],[5.20298884e-02 2.33849621e-05 2.56954578e-04],[1.47162748e-01 6.61426611e-05 7.26777298e-04]
[0.03273714 0.09523644 0.8720265 ],[7.22025974e-02 1.05522543e-06 1.24501104e-06],[2.04219785e-01 2.98462822e-06 3.52142300e-06]
[0.01840994 0.6346079  0.34698215],[0.00360323 0.00236293 0.095807  ],[0.01019148 0.00668337 0.27098313]
[0.01527701 0.01432099 0.970402  ],[6.37804372e-02 2.19119625e-07 2.42948545e-07],[1.80398319e-01 6.19763891e-07 6.87162255e-07]
[0.04079288 0.15036428 0.80884284],[5.64504800e-02 2.86189374e-05 2.46203719e-04],[1.59666069e-01 8.09465787e-05 6.96369278e-04]
[0.03247572 0.00562006 0.9619042 ],[5.97268149e-02 1.05982394e-07 1.11733105e-07],[1.68932943e-01 2.99763477e-07 3.16028944e-07]
[0.80147517 0.00672458 0.1918002 ],[0.00083619 0.05864671 0.00450114],[0.0023651  0.16587794 0.01273113]
[0.04845977 0.04406042 0.9074798 ],[5.54313271e-02 4.25939986e-06 3.74806938e-05],[1.56783469e-01 1.20474021e-05 1.06011411e-04]
[0.7953914  0.00727665 0.19733201],[5.97031036e-05 2.90032920e-03 2.38474024e-02],[0.00016887 0.00820337 0.06745064]
[0.03530656 0.01450357 0.95018977],[6.29970771e-02 2.46717955e-07 2.06021018e-07],[1.78182642e-01 6.97823757e-07 5.82715436e-07]
[0.00821933 0.01760467 0.9741761 ],[6.25397127e-02 1.85734001e-07 2.17898343e-07],[1.76889020e-01 5.25335086e-07 6.16309585e-07]
[0.0126699  0.02276859 0.96456146],[6.40426666e-02 1.70033797e-06 6.28317881e-06],[1.81140015e-01 4.80928205e-06 1.77715134e-05]
[0.02124596 0.05909665 0.9196574 ],[7.68418210e-02 3.75955933e-05 1.58858130e-05],[2.17341491e-01 1.06336396e-04 4.49318643e-05]
[0.00945408 0.35297683 0.63756907],[0.00523092 0.00059735 0.04673615],[0.01479528 0.00168957 0.13218979]
[0.02471917 0.00866726 0.9666137 ],[6.20113734e-02 1.67988599e-07 1.56434068e-07],[1.75394651e-01 4.75143511e-07 4.42462361e-07]
[0.02662766 0.1277551  0.8456173 ],[4.28223196e-02 1.72462124e-05 3.34229750e-04],[1.21119810e-01 4.87796549e-05 9.45344491e-04]
[0.05409703 0.06615177 0.8797512 ],[7.45228231e-02 4.44288254e-06 8.98063182e-06],[2.10782374e-01 1.25663695e-05 2.54010626e-05]
[0.03783459 0.27628168 0.68588376],[4.17633181e-02 4.09801360e-05 7.40243026e-04],[1.18124502e-01 1.15909328e-04 2.09372345e-03]
[0.04814393 0.01748492 0.9343712 ],[6.40741446e-02 3.56222472e-07 5.61036776e-07],[1.81229049e-01 1.00754930e-06 1.58685163e-06]
[0.28339344 0.02525675 0.69134986],[0.00098838 0.06269145 0.00450952],[0.00279556 0.17731819 0.01275486]
[0.04698924 0.07809359 0.8749171 ],[6.94390163e-02 1.25856186e-05 4.20414767e-06],[1.96403197e-01 3.55975052e-05 1.18911253e-05]
[0.0204116  0.4407585  0.53882986],[0.00240851 0.00201423 0.10427972],[0.00681229 0.00569711 0.29494759]
[0.01781667 0.0411071  0.9410763 ],[7.13326336e-02 9.45796266e-07 1.16009088e-06],[2.01759156e-01 2.67511581e-06 3.28123252e-06]
[0.01728532 0.01668383 0.96603096],[6.78989419e-02 4.51003732e-07 4.82846597e-07],[1.92047209e-01 1.27563119e-06 1.36569641e-06]
[0.0130195  0.02023347 0.96674705],[6.29804591e-02 2.23871643e-07 2.87773687e-07],[1.78135639e-01 6.33204627e-07 8.13946902e-07]
[0.03262718 0.02220444 0.94516844],[6.25200730e-02 6.14110035e-07 1.70994855e-06],[1.76833470e-01 1.73696548e-06 4.83646486e-06]
[0.02681647 0.02070519 0.9524784 ],[6.72011418e-02 4.29802273e-07 3.98145798e-07],[1.90073532e-01 1.21566441e-06 1.12612637e-06]
[0.02584358 0.03102389 0.9431326 ],[6.72383565e-02 6.80879532e-07 5.10230984e-07],[1.90178791e-01 1.92581814e-06 1.44315116e-06]
[0.6344777  0.00759529 0.35792708],[0.00048014 0.04565886 0.00461557],[0.00135805 0.12914276 0.01305479]
[0.01887422 0.8057728  0.17535298],[2.10333943e-05 2.81079456e-02 1.00956850e-03],[5.94914231e-05 7.95012758e-02 2.85549094e-03]
[0.17779681 0.03123437 0.79096884],[3.28084106e-02 5.70378555e-04 1.52577928e-05],[9.27961985e-02 1.61327418e-03 4.31555550e-05]
[0.09025584 0.08166819 0.828076  ],[7.39653454e-02 1.77599952e-04 5.38101004e-05],[2.09205589e-01 5.02328521e-04 1.52197948e-04]
[0.0263778  0.00481877 0.9688035 ],[6.18957243e-02 2.58283872e-07 4.32344567e-07],[1.75067545e-01 7.30537109e-07 1.22285510e-06]
[0.00583572 0.00748025 0.986684  ],[5.97974298e-02 1.15416360e-07 1.29488443e-07],[1.69132672e-01 3.26446762e-07 3.66248626e-07]
[0.03107643 0.05169911 0.9172244 ],[6.33677321e-02 2.25367704e-07 2.03224801e-07],[1.79231012e-01 6.37436128e-07 5.74806541e-07]
[0.00373934 0.01359498 0.98266566],[5.89514317e-02 9.81574070e-08 9.23750260e-08],[1.66739828e-01 2.77631073e-07 2.61276029e-07]
[0.14018558 0.12532972 0.7344848 ],[0.07248316 0.00045677 0.00012638],[0.20501335 0.00129195 0.00035745]
[0.07393694 0.04966028 0.87640285],[7.81208479e-02 4.70270975e-06 3.63234597e-06],[2.20959125e-01 1.33012718e-05 1.02738259e-05]
[0.04864188 0.28837776 0.6629803 ],[0.03358787 0.00016492 0.00342283],[0.09500083 0.00046645 0.00968123]
[0.7134035  0.00579241 0.28080413],[2.29760640e-05 1.23146863e-03 2.61568616e-02],[6.49861226e-05 3.48311927e-03 7.39827768e-02]
[0.00929375 0.02097818 0.9697281 ],[6.21728235e-02 1.75471485e-07 2.08246396e-07],[1.75851300e-01 4.96308307e-07 5.89009754e-07]
[0.02076245 0.04276734 0.9364701 ],[5.71678261e-02 1.32915468e-06 8.69722407e-06],[1.61695030e-01 3.75941716e-06 2.45994645e-05]
[0.03951791 0.00416392 0.9563182 ],[6.51245937e-02 8.45821808e-07 4.88830877e-07],[1.84200167e-01 2.39234534e-06 1.38262251e-06]
[0.05514153 0.24585633 0.69900215],[6.25385809e-02 2.08665965e-05 1.26408303e-04],[1.76885819e-01 5.90196476e-05 3.57536673e-04]
[0.02637527 0.02198424 0.9516405 ],[6.22606939e-02 1.74275411e-07 2.02054089e-07],[1.76099835e-01 4.92925299e-07 5.71495267e-07]
[0.00928675 0.4032763  0.587437  ],[0.00647594 0.00050972 0.03818601],[0.01831671 0.00144169 0.10800634]
[0.06069805 0.10951123 0.8297908 ],[7.01940944e-02 1.74275320e-06 3.49331824e-06],[1.98538880e-01 4.92925043e-06 9.88059607e-06]
[0.10977609 0.3431271  0.5470968 ],[0.00701264 0.00245806 0.07355481],[0.01983473 0.00695245 0.20804442]
